0,0
0.8499999999855845,-3.5500000000077137
2.2799999999989495,-6.86999999999216
3.5599999999647025,-10.419999999999874
4.270000000019536,-17.420000000001323
3.3499999999975216,-26.1399999999945
1.9799999999747797,-29.079999999996886
2.3000000000195087,-34.88000000000824
2.519999999961442,-40.54999999999254
0.9299999999967667,-41.67000000000698
-1.1800000000050659,-41.82999999999382
-7.250000000027512,-50.25999999999087
-9.090000000000487,-55.42000000000158
-15.649999999993724,-61.52999999999409
-16.90000000003522,-38.8000000000055
-18.280000000032715,-38.64999999999341
-20.179999999996312,-37.319999999994025
-20.710000000008222,-37.88999999999376
